text,href,absolute_url,domain
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=8,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=8,en.wikipedia.org
List of temples in Goa,https://en.wikipedia.org/wiki/List_of_temples_in_Goa,https://en.wikipedia.org/wiki/List_of_temples_in_Goa,en.wikipedia.org
"Mahadev Temple, Tambdi Surla","https://en.wikipedia.org/wiki/Mahadev_Temple,_Tambdi_Surla","https://en.wikipedia.org/wiki/Mahadev_Temple,_Tambdi_Surla",en.wikipedia.org
"Mandodari Temple, Betki","https://en.wikipedia.org/wiki/Mandodari_Temple,_Betki","https://en.wikipedia.org/wiki/Mandodari_Temple,_Betki",en.wikipedia.org
Shri Damodar Temple,"https://en.wikipedia.org/wiki/Shri_Damodar_Sansthaan,_Goa","https://en.wikipedia.org/wiki/Shri_Damodar_Sansthaan,_Goa",en.wikipedia.org
Zambaulim,https://en.wikipedia.org/wiki/Zambaulim,https://en.wikipedia.org/wiki/Zambaulim,en.wikipedia.org
"Mahalasa Narayani Temple, Mardol","https://en.wikipedia.org/wiki/Mahalasa_Narayani_Temple,_Mardol","https://en.wikipedia.org/wiki/Mahalasa_Narayani_Temple,_Mardol",en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=9,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=9,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Dwarkadheesh_temple.jpg,https://en.wikipedia.org/wiki/File:Dwarkadheesh_temple.jpg,en.wikipedia.org
Dwarkadhish Temple,https://en.wikipedia.org/wiki/Dwarkadhish_Temple,https://en.wikipedia.org/wiki/Dwarkadhish_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Damodar_Kund_-_Junagadh_-_Gujarat_-_DSC001.jpg,https://en.wikipedia.org/wiki/File:Damodar_Kund_-_Junagadh_-_Gujarat_-_DSC001.jpg,en.wikipedia.org
"Radha Damodar Temple, Junagadh","https://en.wikipedia.org/wiki/Radha_Damodar_Temple,_Junagadh","https://en.wikipedia.org/wiki/Radha_Damodar_Temple,_Junagadh",en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Somnath-current.jpg,https://en.wikipedia.org/wiki/File:Somnath-current.jpg,en.wikipedia.org
Somnath temple,https://en.wikipedia.org/wiki/Somnath_temple,https://en.wikipedia.org/wiki/Somnath_temple,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Sun_Temple,_Modhera_06.jpg","https://en.wikipedia.org/wiki/File:Sun_Temple,_Modhera_06.jpg",en.wikipedia.org
"Sun Temple, Modhera","https://en.wikipedia.org/wiki/Sun_Temple,_Modhera","https://en.wikipedia.org/wiki/Sun_Temple,_Modhera",en.wikipedia.org
Ahmedabad Kali Bari,https://en.wikipedia.org/wiki/Ahmedabad_Kali_Bari,https://en.wikipedia.org/wiki/Ahmedabad_Kali_Bari,en.wikipedia.org
Bahuchara Mata,https://en.wikipedia.org/wiki/Bahuchara_Mata,https://en.wikipedia.org/wiki/Bahuchara_Mata,en.wikipedia.org
Becharaji,https://en.wikipedia.org/wiki/Becharaji,https://en.wikipedia.org/wiki/Becharaji,en.wikipedia.org
Bhalka,https://en.wikipedia.org/wiki/Bhalka,https://en.wikipedia.org/wiki/Bhalka,en.wikipedia.org
"Bhavnath Temple, Mau","https://en.wikipedia.org/wiki/Bhavnath_Temple,_Mau","https://en.wikipedia.org/wiki/Bhavnath_Temple,_Mau",en.wikipedia.org
Bhavnath,https://en.wikipedia.org/wiki/Bhavnath,https://en.wikipedia.org/wiki/Bhavnath,en.wikipedia.org
Camp Hanuman Temple,https://en.wikipedia.org/wiki/Camp_Hanuman_Temple,https://en.wikipedia.org/wiki/Camp_Hanuman_Temple,en.wikipedia.org
Chotila,https://en.wikipedia.org/wiki/Chotila,https://en.wikipedia.org/wiki/Chotila,en.wikipedia.org
Dwarkadhish Temple,https://en.wikipedia.org/wiki/Dwarkadhish_Temple,https://en.wikipedia.org/wiki/Dwarkadhish_Temple,en.wikipedia.org
EME Temple,https://en.wikipedia.org/wiki/EME_Temple,https://en.wikipedia.org/wiki/EME_Temple,en.wikipedia.org
Girnar,https://en.wikipedia.org/wiki/Girnar,https://en.wikipedia.org/wiki/Girnar,en.wikipedia.org
Gorthiya Mahadev Temple,https://en.wikipedia.org/wiki/Gorthiya_Mahadev_Temple,https://en.wikipedia.org/wiki/Gorthiya_Mahadev_Temple,en.wikipedia.org
"Hanuman temple, Salangpur","https://en.wikipedia.org/wiki/Hanuman_temple,_Salangpur","https://en.wikipedia.org/wiki/Hanuman_temple,_Salangpur",en.wikipedia.org
"Jagannath Temple, Ahmedabad","https://en.wikipedia.org/wiki/Jagannath_Temple,_Ahmedabad","https://en.wikipedia.org/wiki/Jagannath_Temple,_Ahmedabad",en.wikipedia.org
"Kalika Mata Temple, Pavagadh","https://en.wikipedia.org/wiki/Kalika_Mata_Temple,_Pavagadh","https://en.wikipedia.org/wiki/Kalika_Mata_Temple,_Pavagadh",en.wikipedia.org
Nageshwar Jyotirlinga,https://en.wikipedia.org/wiki/Nageshwar_Jyotirlinga,https://en.wikipedia.org/wiki/Nageshwar_Jyotirlinga,en.wikipedia.org
Navlakha temple,https://en.wikipedia.org/wiki/Navlakha_temple,https://en.wikipedia.org/wiki/Navlakha_temple,en.wikipedia.org
Ghumli,https://en.wikipedia.org/wiki/Ghumli,https://en.wikipedia.org/wiki/Ghumli,en.wikipedia.org
"Neminath Jain Temple, Girnar","https://en.wikipedia.org/wiki/Neminath_Jain_Temple,_Girnar","https://en.wikipedia.org/wiki/Neminath_Jain_Temple,_Girnar",en.wikipedia.org
"New Swaminarayan temple, Bhuj","https://en.wikipedia.org/wiki/New_Swaminarayan_temple,_Bhuj","https://en.wikipedia.org/wiki/New_Swaminarayan_temple,_Bhuj",en.wikipedia.org
"Radha Damodar Temple, Junagadh","https://en.wikipedia.org/wiki/Radha_Damodar_Temple,_Junagadh","https://en.wikipedia.org/wiki/Radha_Damodar_Temple,_Junagadh",en.wikipedia.org
Rudra Mahalaya Temple,https://en.wikipedia.org/wiki/Rudra_Mahalaya_Temple,https://en.wikipedia.org/wiki/Rudra_Mahalaya_Temple,en.wikipedia.org
Rukmini Devi Temple,https://en.wikipedia.org/wiki/Rukmini_Devi_Temple,https://en.wikipedia.org/wiki/Rukmini_Devi_Temple,en.wikipedia.org
Sadhimataji temple,https://en.wikipedia.org/wiki/Sadhimataji_temple,https://en.wikipedia.org/wiki/Sadhimataji_temple,en.wikipedia.org
Santram Mandir,https://en.wikipedia.org/wiki/Santram_Mandir,https://en.wikipedia.org/wiki/Santram_Mandir,en.wikipedia.org
Shamlaji,https://en.wikipedia.org/wiki/Shamlaji,https://en.wikipedia.org/wiki/Shamlaji,en.wikipedia.org
"Shiva temple, Kera","https://en.wikipedia.org/wiki/Shiva_temple,_Kera","https://en.wikipedia.org/wiki/Shiva_temple,_Kera",en.wikipedia.org
"Shri Keshavraiji Temple, Bet Dwarka","https://en.wikipedia.org/wiki/Shri_Keshavraiji_Temple,_Bet_Dwarka","https://en.wikipedia.org/wiki/Shri_Keshavraiji_Temple,_Bet_Dwarka",en.wikipedia.org
Someshwar Mahadev Temple,https://en.wikipedia.org/wiki/Someshwar_Mahadev_Temple,https://en.wikipedia.org/wiki/Someshwar_Mahadev_Temple,en.wikipedia.org
Somnath Temple,https://en.wikipedia.org/wiki/Somnath_Temple,https://en.wikipedia.org/wiki/Somnath_Temple,en.wikipedia.org
"Sun Temple, Modhera","https://en.wikipedia.org/wiki/Sun_Temple,_Modhera","https://en.wikipedia.org/wiki/Sun_Temple,_Modhera",en.wikipedia.org
Swaminarayan Akshardham (Gandhinagar),https://en.wikipedia.org/wiki/Swaminarayan_Akshardham_(Gandhinagar),https://en.wikipedia.org/wiki/Swaminarayan_Akshardham_(Gandhinagar),en.wikipedia.org
"Swaminarayan Mandir, Gadhada","https://en.wikipedia.org/wiki/Swaminarayan_Mandir,_Gadhada","https://en.wikipedia.org/wiki/Swaminarayan_Mandir,_Gadhada",en.wikipedia.org
"Swaminarayan Temple, Ahmedabad","https://en.wikipedia.org/wiki/Swaminarayan_Temple,_Ahmedabad","https://en.wikipedia.org/wiki/Swaminarayan_Temple,_Ahmedabad",en.wikipedia.org
Umiya Mata Temple,https://en.wikipedia.org/wiki/Umiya_Mata_Temple,https://en.wikipedia.org/wiki/Umiya_Mata_Temple,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=10,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=10,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:A_temple_in_Mansa_Devi_temple_complex,_Panchkula_near_Chandigarh.jpg","https://en.wikipedia.org/wiki/File:A_temple_in_Mansa_Devi_temple_complex,_Panchkula_near_Chandigarh.jpg",en.wikipedia.org
Mansa Devi Mandir,https://en.wikipedia.org/wiki/Mata_Mansa_Devi_Mandir,https://en.wikipedia.org/wiki/Mata_Mansa_Devi_Mandir,en.wikipedia.org
Agroha Dham,https://en.wikipedia.org/wiki/Agroha_Dham,https://en.wikipedia.org/wiki/Agroha_Dham,en.wikipedia.org
Bhuteshwar Temple,https://en.wikipedia.org/wiki/Bhuteshwar_Temple,https://en.wikipedia.org/wiki/Bhuteshwar_Temple,en.wikipedia.org
Brahma Sarovar,https://en.wikipedia.org/wiki/Brahma_Sarovar,https://en.wikipedia.org/wiki/Brahma_Sarovar,en.wikipedia.org
Kurukshetra,https://en.wikipedia.org/wiki/Kurukshetra,https://en.wikipedia.org/wiki/Kurukshetra,en.wikipedia.org
Jyotisar,https://en.wikipedia.org/wiki/Jyotisar,https://en.wikipedia.org/wiki/Jyotisar,en.wikipedia.org
Kurukshetra,https://en.wikipedia.org/wiki/Kurukshetra,https://en.wikipedia.org/wiki/Kurukshetra,en.wikipedia.org
"Kartikeya Temple, Pehowa","https://en.wikipedia.org/wiki/Kartikeya_Temple,_Pehowa","https://en.wikipedia.org/wiki/Kartikeya_Temple,_Pehowa",en.wikipedia.org
Mata Mansa Devi Mandir,https://en.wikipedia.org/wiki/Mata_Mansa_Devi_Mandir,https://en.wikipedia.org/wiki/Mata_Mansa_Devi_Mandir,en.wikipedia.org
Pindara Temple,https://en.wikipedia.org/wiki/Pindara_Temple,https://en.wikipedia.org/wiki/Pindara_Temple,en.wikipedia.org
Sannihit Sarovar,https://en.wikipedia.org/wiki/Sannihit_Sarovar,https://en.wikipedia.org/wiki/Sannihit_Sarovar,en.wikipedia.org
Kurukshetra,https://en.wikipedia.org/wiki/Kurukshetra,https://en.wikipedia.org/wiki/Kurukshetra,en.wikipedia.org
Sthaneshwar Mahadev Temple,https://en.wikipedia.org/wiki/Sthaneshwar_Mahadev_Temple,https://en.wikipedia.org/wiki/Sthaneshwar_Mahadev_Temple,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=11,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=11,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Naina_Devi,_Himachal_Pardesh_(10).jpg","https://en.wikipedia.org/wiki/File:Naina_Devi,_Himachal_Pardesh_(10).jpg",en.wikipedia.org
Naina Devi,https://en.wikipedia.org/wiki/Naina_Devi,https://en.wikipedia.org/wiki/Naina_Devi,en.wikipedia.org
Bilsapur,"https://en.wikipedia.org/wiki/Bilaspur_district,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Bilaspur_district,_Himachal_Pradesh",en.wikipedia.org
Shaktipeethas,https://en.wikipedia.org/wiki/Shakta_pithas,https://en.wikipedia.org/wiki/Shakta_pithas,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Shikari_Devi_Temple.jpg,https://en.wikipedia.org/wiki/File:Shikari_Devi_Temple.jpg,en.wikipedia.org
Shikari Devi Temple,https://en.wikipedia.org/wiki/Shikari_Devi_Temple,https://en.wikipedia.org/wiki/Shikari_Devi_Temple,en.wikipedia.org
Karsog,https://en.wikipedia.org/wiki/Karsog,https://en.wikipedia.org/wiki/Karsog,en.wikipedia.org
Mandi district,https://en.wikipedia.org/wiki/Mandi_district,https://en.wikipedia.org/wiki/Mandi_district,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Kalibari_Shimla.jpg,https://en.wikipedia.org/wiki/File:Kalibari_Shimla.jpg,en.wikipedia.org
Kali Bari Temple,"https://en.wikipedia.org/wiki/Kali_Bari,_Shimla","https://en.wikipedia.org/wiki/Kali_Bari,_Shimla",en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla,https://en.wikipedia.org/wiki/Shimla,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Jwalamukhi_temple,kangra,_himachal_pradesh..JPG","https://en.wikipedia.org/wiki/File:Jwalamukhi_temple,kangra,_himachal_pradesh..JPG",en.wikipedia.org
Jwalamukhi Temple,"https://en.wikipedia.org/wiki/Jwalamukhi_temple,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Jwalamukhi_temple,_Himachal_Pradesh",en.wikipedia.org
Kangra,https://en.wikipedia.org/wiki/Kangra_district,https://en.wikipedia.org/wiki/Kangra_district,en.wikipedia.org
Shaktipeethas,https://en.wikipedia.org/wiki/Shakta_pithas,https://en.wikipedia.org/wiki/Shakta_pithas,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:0051223_Vajreshwari_Devi_Mandir,_Kangra_Himachal_Pradesh_011.jpg","https://en.wikipedia.org/wiki/File:0051223_Vajreshwari_Devi_Mandir,_Kangra_Himachal_Pradesh_011.jpg",en.wikipedia.org
Bajreshwari Temple,"https://en.wikipedia.org/wiki/Bajreshwari_Mata_Temple,_Kangra","https://en.wikipedia.org/wiki/Bajreshwari_Mata_Temple,_Kangra",en.wikipedia.org
Shaktipeethas,https://en.wikipedia.org/wiki/Shakta_pithas,https://en.wikipedia.org/wiki/Shakta_pithas,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Jakhoo_Mandir_drone_view.jpg,https://en.wikipedia.org/wiki/File:Jakhoo_Mandir_drone_view.jpg,en.wikipedia.org
Jakhu Temple,https://en.wikipedia.org/wiki/Jakhu_Temple,https://en.wikipedia.org/wiki/Jakhu_Temple,en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla,https://en.wikipedia.org/wiki/Shimla,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Hidimba_Devi_Temple_-_North-east_View_-_Manali_2014-05-11_2648-2649.TIF,https://en.wikipedia.org/wiki/File:Hidimba_Devi_Temple_-_North-east_View_-_Manali_2014-05-11_2648-2649.TIF,en.wikipedia.org
Hidimba Devi Temple,https://en.wikipedia.org/wiki/Hidimba_Devi_Temple,https://en.wikipedia.org/wiki/Hidimba_Devi_Temple,en.wikipedia.org
Aadi Himani Chamunda,https://en.wikipedia.org/wiki/Aadi_Himani_Chamunda,https://en.wikipedia.org/wiki/Aadi_Himani_Chamunda,en.wikipedia.org
Kangra,https://en.wikipedia.org/wiki/Kangra_district,https://en.wikipedia.org/wiki/Kangra_district,en.wikipedia.org
Baba Balak Nath,https://en.wikipedia.org/wiki/Baba_Balak_Nath,https://en.wikipedia.org/wiki/Baba_Balak_Nath,en.wikipedia.org
"Baglamukhi Temple, Bankhandi","https://en.wikipedia.org/wiki/Bagalamukhi_Temple,_Bankhandi,_HP","https://en.wikipedia.org/wiki/Bagalamukhi_Temple,_Bankhandi,_HP",en.wikipedia.org
Kangra,https://en.wikipedia.org/wiki/Kangra_district,https://en.wikipedia.org/wiki/Kangra_district,en.wikipedia.org
Baijnath Temple,https://en.wikipedia.org/wiki/Baijnath_Temple,https://en.wikipedia.org/wiki/Baijnath_Temple,en.wikipedia.org
Baijnath,"https://en.wikipedia.org/wiki/Baijnath,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Baijnath,_Himachal_Pradesh",en.wikipedia.org
Bajreshwari Mata Temple,"https://en.wikipedia.org/wiki/Bajreshwari_Mata_Temple,_Kangra","https://en.wikipedia.org/wiki/Bajreshwari_Mata_Temple,_Kangra",en.wikipedia.org
Kangra,https://en.wikipedia.org/wiki/Kangra_district,https://en.wikipedia.org/wiki/Kangra_district,en.wikipedia.org
Himachal Pradesh,https://en.wikipedia.org/wiki/Himachal_Pradesh,https://en.wikipedia.org/wiki/Himachal_Pradesh,en.wikipedia.org
Banni Mata Temple,https://en.wikipedia.org/wiki/Banni_Mata_Temple,https://en.wikipedia.org/wiki/Banni_Mata_Temple,en.wikipedia.org
Chamba,"https://en.wikipedia.org/wiki/Chamba,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Chamba,_Himachal_Pradesh",en.wikipedia.org
Bathu Temples,https://en.wikipedia.org/wiki/Bathu_Temples,https://en.wikipedia.org/wiki/Bathu_Temples,en.wikipedia.org
Kangra,https://en.wikipedia.org/wiki/Kangra_district,https://en.wikipedia.org/wiki/Kangra_district,en.wikipedia.org
Bhalei Mata Temple,https://en.wikipedia.org/wiki/Bhalei_Mata_Temple,https://en.wikipedia.org/wiki/Bhalei_Mata_Temple,en.wikipedia.org
Chamba,"https://en.wikipedia.org/wiki/Chamba,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Chamba,_Himachal_Pradesh",en.wikipedia.org
Bhimakali Mandir,https://en.wikipedia.org/wiki/Bhimakali_Temple,https://en.wikipedia.org/wiki/Bhimakali_Temple,en.wikipedia.org
Sarahan,https://en.wikipedia.org/wiki/Sarahan,https://en.wikipedia.org/wiki/Sarahan,en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla_district,https://en.wikipedia.org/wiki/Shimla_district,en.wikipedia.org
Bijli Mahadev,https://en.wikipedia.org/wiki/Bijli_Mahadev,https://en.wikipedia.org/wiki/Bijli_Mahadev,en.wikipedia.org
Kullu,https://en.wikipedia.org/wiki/Kullu,https://en.wikipedia.org/wiki/Kullu,en.wikipedia.org
Himachal Pradesh,https://en.wikipedia.org/wiki/Himachal_Pradesh,https://en.wikipedia.org/wiki/Himachal_Pradesh,en.wikipedia.org
Chaurasi Temple,https://en.wikipedia.org/wiki/Chaurasi_Temple_Bharmour,https://en.wikipedia.org/wiki/Chaurasi_Temple_Bharmour,en.wikipedia.org
Bharmour,https://en.wikipedia.org/wiki/Bharmour,https://en.wikipedia.org/wiki/Bharmour,en.wikipedia.org
Chamba,https://en.wikipedia.org/wiki/Chamba_district,https://en.wikipedia.org/wiki/Chamba_district,en.wikipedia.org
Chaturbhuja Temple,https://en.wikipedia.org/wiki/Joginder_Nagar_Valley#Chaturbhuja_Temple_(25km),https://en.wikipedia.org/wiki/Joginder_Nagar_Valley#Chaturbhuja_Temple_(25km),en.wikipedia.org
"Joginder Nagar, Mandi",https://en.wikipedia.org/wiki/Jogindernagar,https://en.wikipedia.org/wiki/Jogindernagar,en.wikipedia.org
Chintpurni Mandir,https://en.wikipedia.org/wiki/Chintpurni,https://en.wikipedia.org/wiki/Chintpurni,en.wikipedia.org
Una,https://en.wikipedia.org/wiki/Una_district,https://en.wikipedia.org/wiki/Una_district,en.wikipedia.org
Dhingu Mata Temple,https://en.wikipedia.org/wiki/Dhingu_Mata_Temple,https://en.wikipedia.org/wiki/Dhingu_Mata_Temple,en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla,https://en.wikipedia.org/wiki/Shimla,en.wikipedia.org
Hatkoti Mandir,https://en.wikipedia.org/wiki/Hatkoti,https://en.wikipedia.org/wiki/Hatkoti,en.wikipedia.org
Rohru,https://en.wikipedia.org/wiki/Rohru,https://en.wikipedia.org/wiki/Rohru,en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla_district,https://en.wikipedia.org/wiki/Shimla_district,en.wikipedia.org
Hidimba Devi Temple,https://en.wikipedia.org/wiki/Hidimba_Devi_Temple,https://en.wikipedia.org/wiki/Hidimba_Devi_Temple,en.wikipedia.org
Manali,"https://en.wikipedia.org/wiki/Manali,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Manali,_Himachal_Pradesh",en.wikipedia.org
Jakhu Temple,https://en.wikipedia.org/wiki/Jakhu_Temple,https://en.wikipedia.org/wiki/Jakhu_Temple,en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla,https://en.wikipedia.org/wiki/Shimla,en.wikipedia.org
Jwala Ji,"https://en.wikipedia.org/wiki/Jwalamukhi_temple,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Jwalamukhi_temple,_Himachal_Pradesh",en.wikipedia.org
Kangra,https://en.wikipedia.org/wiki/Kangra_district,https://en.wikipedia.org/wiki/Kangra_district,en.wikipedia.org
Kali Bari,"https://en.wikipedia.org/wiki/Kali_Bari,_Shimla","https://en.wikipedia.org/wiki/Kali_Bari,_Shimla",en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla,https://en.wikipedia.org/wiki/Shimla,en.wikipedia.org
Kamna Devi Temple,https://en.wikipedia.org/wiki/Kamna_Devi_Temple,https://en.wikipedia.org/wiki/Kamna_Devi_Temple,en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla,https://en.wikipedia.org/wiki/Shimla,en.wikipedia.org
Kamaksha Temple,https://en.wikipedia.org/wiki/Kamaksha_Temple,https://en.wikipedia.org/wiki/Kamaksha_Temple,en.wikipedia.org
Jaidevi,https://en.wikipedia.org/wiki/Jaidevi,https://en.wikipedia.org/wiki/Jaidevi,en.wikipedia.org
Mandi,https://en.wikipedia.org/wiki/Mandi_district,https://en.wikipedia.org/wiki/Mandi_district,en.wikipedia.org
Lakshna Devi Temple,"https://en.wikipedia.org/wiki/Lakshana_Devi_Temple,_Bharmour","https://en.wikipedia.org/wiki/Lakshana_Devi_Temple,_Bharmour",en.wikipedia.org
Bharmour,https://en.wikipedia.org/wiki/Bharmour,https://en.wikipedia.org/wiki/Bharmour,en.wikipedia.org
Chamba,https://en.wikipedia.org/wiki/Chamba_district,https://en.wikipedia.org/wiki/Chamba_district,en.wikipedia.org
Maa Bhangayani Temple,"https://en.wikipedia.org/wiki/Maa_Bhangayani_Temple,_Haripurdhar","https://en.wikipedia.org/wiki/Maa_Bhangayani_Temple,_Haripurdhar",en.wikipedia.org
Haripurdhar,https://en.wikipedia.org/wiki/Haripurdhar,https://en.wikipedia.org/wiki/Haripurdhar,en.wikipedia.org
Sirmaur,https://en.wikipedia.org/wiki/Sirmaur_district,https://en.wikipedia.org/wiki/Sirmaur_district,en.wikipedia.org
Maa Simsa Temple,https://en.wikipedia.org/wiki/Maa_Simsa_Temple,https://en.wikipedia.org/wiki/Maa_Simsa_Temple,en.wikipedia.org
"Ladbharol, Mandi",https://en.wikipedia.org/wiki/Mandi_district,https://en.wikipedia.org/wiki/Mandi_district,en.wikipedia.org
Machindernath Temple,https://en.wikipedia.org/wiki/Macchial_Lake,https://en.wikipedia.org/wiki/Macchial_Lake,en.wikipedia.org
"Joginder Nagar, Mandi",https://en.wikipedia.org/wiki/Jogindernagar,https://en.wikipedia.org/wiki/Jogindernagar,en.wikipedia.org
Mamleshwar Mahadev,https://en.wikipedia.org/wiki/Mamaleshwar_Mahadev,https://en.wikipedia.org/wiki/Mamaleshwar_Mahadev,en.wikipedia.org
Karsog,https://en.wikipedia.org/wiki/Karsog,https://en.wikipedia.org/wiki/Karsog,en.wikipedia.org
Mandi,https://en.wikipedia.org/wiki/Mandi_district,https://en.wikipedia.org/wiki/Mandi_district,en.wikipedia.org
Manikaran,https://en.wikipedia.org/wiki/Manikaran,https://en.wikipedia.org/wiki/Manikaran,en.wikipedia.org
Kullu,https://en.wikipedia.org/wiki/Kullu_district,https://en.wikipedia.org/wiki/Kullu_district,en.wikipedia.org
Manimahesh Kailash Peak,https://en.wikipedia.org/wiki/Manimahesh_Kailash_Peak,https://en.wikipedia.org/wiki/Manimahesh_Kailash_Peak,en.wikipedia.org
"Chamba, Himachal Pradesh",https://en.wikipedia.org/wiki/Chamba_District,https://en.wikipedia.org/wiki/Chamba_District,en.wikipedia.org
Masrur Temples,https://en.wikipedia.org/wiki/Masrur_Temples,https://en.wikipedia.org/wiki/Masrur_Temples,en.wikipedia.org
Kangra,"https://en.wikipedia.org/wiki/Kangra,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Kangra,_Himachal_Pradesh",en.wikipedia.org
Mata Kuan Rani Temple,https://en.wikipedia.org/wiki/Mata_Kuan_Rani_Temple,https://en.wikipedia.org/wiki/Mata_Kuan_Rani_Temple,en.wikipedia.org
Mandi,"https://en.wikipedia.org/wiki/Mandi,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Mandi,_Himachal_Pradesh",en.wikipedia.org
Mindhal Mata Temple,https://en.wikipedia.org/wiki/Mindhal_Mata_Temple,https://en.wikipedia.org/wiki/Mindhal_Mata_Temple,en.wikipedia.org
Pangi valley,https://en.wikipedia.org/wiki/Pangi_Valley,https://en.wikipedia.org/wiki/Pangi_Valley,en.wikipedia.org
Chamba,https://en.wikipedia.org/wiki/Chamba_district,https://en.wikipedia.org/wiki/Chamba_district,en.wikipedia.org
Naina Devi,https://en.wikipedia.org/wiki/Naina_Devi,https://en.wikipedia.org/wiki/Naina_Devi,en.wikipedia.org
Bilaspur,"https://en.wikipedia.org/wiki/Bilaspur_district,_Himachal_Pradesh","https://en.wikipedia.org/wiki/Bilaspur_district,_Himachal_Pradesh",en.wikipedia.org
Pohlani Mata Temple,https://en.wikipedia.org/wiki/Pohlani_Mata_Temple,https://en.wikipedia.org/wiki/Pohlani_Mata_Temple,en.wikipedia.org
Dalhousie,"https://en.wikipedia.org/wiki/Dalhousie,_India","https://en.wikipedia.org/wiki/Dalhousie,_India",en.wikipedia.org
Chamba,https://en.wikipedia.org/wiki/Chamba_district,https://en.wikipedia.org/wiki/Chamba_district,en.wikipedia.org
Raghunath Temple,https://en.wikipedia.org/wiki/Raghunath_Temple,https://en.wikipedia.org/wiki/Raghunath_Temple,en.wikipedia.org
Kullu,https://en.wikipedia.org/wiki/Kullu,https://en.wikipedia.org/wiki/Kullu,en.wikipedia.org
Renuka Ji,https://en.wikipedia.org/wiki/Renuka_Ji,https://en.wikipedia.org/wiki/Renuka_Ji,en.wikipedia.org
Sirmaur,https://en.wikipedia.org/wiki/Sirmaur_district,https://en.wikipedia.org/wiki/Sirmaur_district,en.wikipedia.org
Sankat Mochan Temple,"https://en.wikipedia.org/wiki/Sankat_Mochan_Temple,_Shimla","https://en.wikipedia.org/wiki/Sankat_Mochan_Temple,_Shimla",en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla,https://en.wikipedia.org/wiki/Shimla,en.wikipedia.org
Shali Mata Temple,https://en.wikipedia.org/wiki/Shali_Mata_Temple,https://en.wikipedia.org/wiki/Shali_Mata_Temple,en.wikipedia.org
Shimla,https://en.wikipedia.org/wiki/Shimla_district,https://en.wikipedia.org/wiki/Shimla_district,en.wikipedia.org
Shandilya Rishi Mandir,https://en.wikipedia.org/wiki/Shandilya_Rishi_Mandir,https://en.wikipedia.org/wiki/Shandilya_Rishi_Mandir,en.wikipedia.org
Shikari Devi Temple,https://en.wikipedia.org/wiki/Shikari_Devi_Temple,https://en.wikipedia.org/wiki/Shikari_Devi_Temple,en.wikipedia.org
Karsog,https://en.wikipedia.org/wiki/Karsog,https://en.wikipedia.org/wiki/Karsog,en.wikipedia.org
Mandi,https://en.wikipedia.org/wiki/Mandi_district,https://en.wikipedia.org/wiki/Mandi_district,en.wikipedia.org
Shoolini Devi,https://en.wikipedia.org/wiki/Maa_Shoolini,https://en.wikipedia.org/wiki/Maa_Shoolini,en.wikipedia.org
Solan,https://en.wikipedia.org/wiki/Solan,https://en.wikipedia.org/wiki/Solan,en.wikipedia.org
