text,href,absolute_url,domain
Thousand Pillar Temple,https://en.wikipedia.org/wiki/Thousand_Pillar_Temple,https://en.wikipedia.org/wiki/Thousand_Pillar_Temple,en.wikipedia.org
Ujjaini Mahakali Temple,https://en.wikipedia.org/wiki/Ujjaini_Mahakali_Temple,https://en.wikipedia.org/wiki/Ujjaini_Mahakali_Temple,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=28,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=28,en.wikipedia.org
Agartala Jagannath Mandir,https://en.wikipedia.org/wiki/Agartala_Jagannath_Mandir,https://en.wikipedia.org/wiki/Agartala_Jagannath_Mandir,en.wikipedia.org
Chaturdasha Temple,https://en.wikipedia.org/wiki/Chaturdasha_Temple,https://en.wikipedia.org/wiki/Chaturdasha_Temple,en.wikipedia.org
"Lakshmi Narayan Temple, Agartala","https://en.wikipedia.org/wiki/Lakshmi_Narayan_Temple,_Agartala","https://en.wikipedia.org/wiki/Lakshmi_Narayan_Temple,_Agartala",en.wikipedia.org
Tripura Sundari Temple,https://en.wikipedia.org/wiki/Tripura_Sundari_Temple,https://en.wikipedia.org/wiki/Tripura_Sundari_Temple,en.wikipedia.org
Unakoti,https://en.wikipedia.org/wiki/Unakoti,https://en.wikipedia.org/wiki/Unakoti,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=29,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=29,en.wikipedia.org
Hindu temples in Varanasi,https://en.wikipedia.org/wiki/Hindu_temples_in_Varanasi,https://en.wikipedia.org/wiki/Hindu_temples_in_Varanasi,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Ram_Janmbhoomi_Mandir,_Ayodhya_Dham.jpg","https://en.wikipedia.org/wiki/File:Ram_Janmbhoomi_Mandir,_Ayodhya_Dham.jpg",en.wikipedia.org
"Ram Mandir, Ayodhya","https://en.wikipedia.org/wiki/Ram_Mandir,_Ayodhya","https://en.wikipedia.org/wiki/Ram_Mandir,_Ayodhya",en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Ganga_Dwar,_Gateway_of_Corridor_of_Kashi_Vishwanath_Temple,_Varanasi.webp","https://en.wikipedia.org/wiki/File:Ganga_Dwar,_Gateway_of_Corridor_of_Kashi_Vishwanath_Temple,_Varanasi.webp",en.wikipedia.org
Kashi Vishwanath Temple,https://en.wikipedia.org/wiki/Kashi_Vishwanath_Temple,https://en.wikipedia.org/wiki/Kashi_Vishwanath_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:PremMandirSideViewFromCanteen.jpg,https://en.wikipedia.org/wiki/File:PremMandirSideViewFromCanteen.jpg,en.wikipedia.org
Prem Mandir Vrindavan,https://en.wikipedia.org/wiki/Prem_Mandir_Vrindavan,https://en.wikipedia.org/wiki/Prem_Mandir_Vrindavan,en.wikipedia.org
Alopi Devi Mandir,https://en.wikipedia.org/wiki/Alopi_Devi_Mandir,https://en.wikipedia.org/wiki/Alopi_Devi_Mandir,en.wikipedia.org
Prayagraj,https://en.wikipedia.org/wiki/Prayagraj,https://en.wikipedia.org/wiki/Prayagraj,en.wikipedia.org
Bankey Bihari Temple,https://en.wikipedia.org/wiki/Bankey_Bihari_Temple,https://en.wikipedia.org/wiki/Bankey_Bihari_Temple,en.wikipedia.org
Vrindavan,https://en.wikipedia.org/wiki/Vrindavan,https://en.wikipedia.org/wiki/Vrindavan,en.wikipedia.org
Bharat Mata Mandir,https://en.wikipedia.org/wiki/Bharat_Mata_Mandir,https://en.wikipedia.org/wiki/Bharat_Mata_Mandir,en.wikipedia.org
Mahatma Gandhi Kashi Vidyapith Campus,https://en.wikipedia.org/wiki/Mahatma_Gandhi_Kashi_Vidyapith,https://en.wikipedia.org/wiki/Mahatma_Gandhi_Kashi_Vidyapith,en.wikipedia.org
Varanasi,https://en.wikipedia.org/wiki/Varanasi,https://en.wikipedia.org/wiki/Varanasi,en.wikipedia.org
"Chandrika Devi Temple, Lucknow","https://en.wikipedia.org/wiki/Chandrika_Devi_Temple,_Lucknow","https://en.wikipedia.org/wiki/Chandrika_Devi_Temple,_Lucknow",en.wikipedia.org
Dwarkadheesh temple,https://en.wikipedia.org/wiki/Dwarkadheesh_temple_Mathura,https://en.wikipedia.org/wiki/Dwarkadheesh_temple_Mathura,en.wikipedia.org
Mathura,https://en.wikipedia.org/wiki/Mathura,https://en.wikipedia.org/wiki/Mathura,en.wikipedia.org
Gorakhnath Math,https://en.wikipedia.org/wiki/Gorakhnath_Math,https://en.wikipedia.org/wiki/Gorakhnath_Math,en.wikipedia.org
Gorakhpur,https://en.wikipedia.org/wiki/Gorakhpur,https://en.wikipedia.org/wiki/Gorakhpur,en.wikipedia.org
Govardhan Shila,https://en.wikipedia.org/wiki/Govardhana_Shila,https://en.wikipedia.org/wiki/Govardhana_Shila,en.wikipedia.org
Hajari Mahadev Temple,https://en.wikipedia.org/wiki/Hajari_Mahadev_Temple,https://en.wikipedia.org/wiki/Hajari_Mahadev_Temple,en.wikipedia.org
Etawah,https://en.wikipedia.org/wiki/Etawah,https://en.wikipedia.org/wiki/Etawah,en.wikipedia.org
Hanuman Garhi Temple,https://en.wikipedia.org/wiki/Hanuman_Garhi_Temple,https://en.wikipedia.org/wiki/Hanuman_Garhi_Temple,en.wikipedia.org
JK Temple,https://en.wikipedia.org/wiki/JK_Temple,https://en.wikipedia.org/wiki/JK_Temple,en.wikipedia.org
Kanpur,https://en.wikipedia.org/wiki/Kanpur,https://en.wikipedia.org/wiki/Kanpur,en.wikipedia.org
Kashi Vishwanath Temple,https://en.wikipedia.org/wiki/Kashi_Vishwanath_Temple,https://en.wikipedia.org/wiki/Kashi_Vishwanath_Temple,en.wikipedia.org
Varanasi,https://en.wikipedia.org/wiki/Varanasi,https://en.wikipedia.org/wiki/Varanasi,en.wikipedia.org
Krishna Balrama Mandir,https://en.wikipedia.org/wiki/Krishna_Balaram_Mandir,https://en.wikipedia.org/wiki/Krishna_Balaram_Mandir,en.wikipedia.org
Krishna Janmasthan Temple Complex,https://en.wikipedia.org/wiki/Krishna_Janmasthan_Temple_Complex,https://en.wikipedia.org/wiki/Krishna_Janmasthan_Temple_Complex,en.wikipedia.org
Mathura,"https://en.wikipedia.org/wiki/Mathura,_Uttar_Pradesh","https://en.wikipedia.org/wiki/Mathura,_Uttar_Pradesh",en.wikipedia.org
Kusum Sarovar,https://en.wikipedia.org/wiki/Kusum_Sarovar,https://en.wikipedia.org/wiki/Kusum_Sarovar,en.wikipedia.org
Lodheshwar Mahadev Mandir,https://en.wikipedia.org/wiki/Lodheshwar_Mahadev_Mandir,https://en.wikipedia.org/wiki/Lodheshwar_Mahadev_Mandir,en.wikipedia.org
Barabanki,https://en.wikipedia.org/wiki/Barabanki,https://en.wikipedia.org/wiki/Barabanki,en.wikipedia.org
Mankameshwar Temple,https://en.wikipedia.org/wiki/Mankameshwar_Temple,https://en.wikipedia.org/wiki/Mankameshwar_Temple,en.wikipedia.org
Agra,https://en.wikipedia.org/wiki/Agra,https://en.wikipedia.org/wiki/Agra,en.wikipedia.org
"Nidhivan, Vrindavan","https://en.wikipedia.org/wiki/Nidhivan,_Vrindavan","https://en.wikipedia.org/wiki/Nidhivan,_Vrindavan",en.wikipedia.org
"Prem Mandir, Vrindavan","https://en.wikipedia.org/wiki/Prem_Mandir,_Vrindavan","https://en.wikipedia.org/wiki/Prem_Mandir,_Vrindavan",en.wikipedia.org
"Radha Damodar Temple, Vrindavan","https://en.wikipedia.org/wiki/Radha_Damodar_Temple,_Vrindavan","https://en.wikipedia.org/wiki/Radha_Damodar_Temple,_Vrindavan",en.wikipedia.org
"Radha Krishna Vivah Sthali, Bhandirvan","https://en.wikipedia.org/wiki/Radha_Krishna_Vivah_Sthali,_Bhandirvan","https://en.wikipedia.org/wiki/Radha_Krishna_Vivah_Sthali,_Bhandirvan",en.wikipedia.org
Radha Kund,https://en.wikipedia.org/wiki/Radha_Kund,https://en.wikipedia.org/wiki/Radha_Kund,en.wikipedia.org
"Radha Madan Mohan Temple, Vrindavan","https://en.wikipedia.org/wiki/Radha_Madan_Mohan_Temple,_Vrindavan","https://en.wikipedia.org/wiki/Radha_Madan_Mohan_Temple,_Vrindavan",en.wikipedia.org
Radha Raman Temple,https://en.wikipedia.org/wiki/Radha_Raman_Temple,https://en.wikipedia.org/wiki/Radha_Raman_Temple,en.wikipedia.org
Radha Rani Temple,https://en.wikipedia.org/wiki/Radha_Rani_Temple,https://en.wikipedia.org/wiki/Radha_Rani_Temple,en.wikipedia.org
Barsana,https://en.wikipedia.org/wiki/Barsana,https://en.wikipedia.org/wiki/Barsana,en.wikipedia.org
"Radha Vallabh Temple, Vrindavan","https://en.wikipedia.org/wiki/Radha_Vallabh_Temple,_Vrindavan","https://en.wikipedia.org/wiki/Radha_Vallabh_Temple,_Vrindavan",en.wikipedia.org
Ram Mandir,https://en.wikipedia.org/wiki/Ram_Mandir,https://en.wikipedia.org/wiki/Ram_Mandir,en.wikipedia.org
Ayodhya,https://en.wikipedia.org/wiki/Ayodhya,https://en.wikipedia.org/wiki/Ayodhya,en.wikipedia.org
Sankat Mochan Hanuman Temple,https://en.wikipedia.org/wiki/Sankat_Mochan_Hanuman_Temple,https://en.wikipedia.org/wiki/Sankat_Mochan_Hanuman_Temple,en.wikipedia.org
Varanasi,https://en.wikipedia.org/wiki/Varanasi,https://en.wikipedia.org/wiki/Varanasi,en.wikipedia.org
Swaminarayan Temple,https://en.wikipedia.org/wiki/Swaminarayan_Temple,https://en.wikipedia.org/wiki/Swaminarayan_Temple,en.wikipedia.org
Chhapaiya,https://en.wikipedia.org/wiki/Chhapaiya,https://en.wikipedia.org/wiki/Chhapaiya,en.wikipedia.org
Basti,https://en.wikipedia.org/wiki/Basti_district,https://en.wikipedia.org/wiki/Basti_district,en.wikipedia.org
Ved Mata Gaytri Mandir,https://en.wikipedia.org/wiki/Ved_Mata_Gaytri_Mandir,https://en.wikipedia.org/wiki/Ved_Mata_Gaytri_Mandir,en.wikipedia.org
Vindhyachal Temple,https://en.wikipedia.org/wiki/Vindhyachal_Temple,https://en.wikipedia.org/wiki/Vindhyachal_Temple,en.wikipedia.org
Mirzapur,https://en.wikipedia.org/wiki/Mirzapur,https://en.wikipedia.org/wiki/Mirzapur,en.wikipedia.org
Waneshwar Mahadev Temple,https://en.wikipedia.org/wiki/Waneshwar_Mahadev_Temple,https://en.wikipedia.org/wiki/Waneshwar_Mahadev_Temple,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=30,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=30,en.wikipedia.org
Chota Char Dham,https://en.wikipedia.org/wiki/Chota_Char_Dham,https://en.wikipedia.org/wiki/Chota_Char_Dham,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Yamunotri_temple_and_ashram.jpg,https://en.wikipedia.org/wiki/File:Yamunotri_temple_and_ashram.jpg,en.wikipedia.org
Yamunotri,https://en.wikipedia.org/wiki/Yamunotri_Temple,https://en.wikipedia.org/wiki/Yamunotri_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Gangotri_(ganga_river).jpg,https://en.wikipedia.org/wiki/File:Gangotri_(ganga_river).jpg,en.wikipedia.org
Gangotri,https://en.wikipedia.org/wiki/Gangotri_Temple,https://en.wikipedia.org/wiki/Gangotri_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Kedarnath_Temple.jpg,https://en.wikipedia.org/wiki/File:Kedarnath_Temple.jpg,en.wikipedia.org
Kedarnath,https://en.wikipedia.org/wiki/Kedarnath_Temple,https://en.wikipedia.org/wiki/Kedarnath_Temple,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Badrinath_Temple_,_Uttarakhand.jpg","https://en.wikipedia.org/wiki/File:Badrinath_Temple_,_Uttarakhand.jpg",en.wikipedia.org
Badrinath,https://en.wikipedia.org/wiki/Badrinath_Temple,https://en.wikipedia.org/wiki/Badrinath_Temple,en.wikipedia.org
view,https://en.wikipedia.org/wiki/Template:Chota_Char_Dham,https://en.wikipedia.org/wiki/Template:Chota_Char_Dham,en.wikipedia.org
talk,https://en.wikipedia.org/wiki/Template_talk:Chota_Char_Dham,https://en.wikipedia.org/wiki/Template_talk:Chota_Char_Dham,en.wikipedia.org
edit,https://en.wikipedia.org/wiki/Special:EditPage/Template:Chota_Char_Dham,https://en.wikipedia.org/wiki/Special:EditPage/Template:Chota_Char_Dham,en.wikipedia.org
List of temples in Uttarakhand,https://en.wikipedia.org/wiki/List_of_temples_in_Uttarakhand,https://en.wikipedia.org/wiki/List_of_temples_in_Uttarakhand,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Kedarnath_Temple.jpg,https://en.wikipedia.org/wiki/File:Kedarnath_Temple.jpg,en.wikipedia.org
Kedarnath Temple,https://en.wikipedia.org/wiki/Kedarnath_Temple,https://en.wikipedia.org/wiki/Kedarnath_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Image_ank.JPG,https://en.wikipedia.org/wiki/File:Image_ank.JPG,en.wikipedia.org
Jageshwar,https://en.wikipedia.org/wiki/Jageshwar,https://en.wikipedia.org/wiki/Jageshwar,en.wikipedia.org
Badrinath Temple,https://en.wikipedia.org/wiki/Badrinath_Temple,https://en.wikipedia.org/wiki/Badrinath_Temple,en.wikipedia.org
Badrinath,https://en.wikipedia.org/wiki/Badrinath,https://en.wikipedia.org/wiki/Badrinath,en.wikipedia.org
Baleshwar Temple,https://en.wikipedia.org/wiki/Baleshwar_Temple,https://en.wikipedia.org/wiki/Baleshwar_Temple,en.wikipedia.org
Champawat,https://en.wikipedia.org/wiki/Champawat,https://en.wikipedia.org/wiki/Champawat,en.wikipedia.org
Binsar Mahadev,https://en.wikipedia.org/wiki/Binsar_Mahadev,https://en.wikipedia.org/wiki/Binsar_Mahadev,en.wikipedia.org
Pauri Garhwal,https://en.wikipedia.org/wiki/Pauri_Garhwal_district,https://en.wikipedia.org/wiki/Pauri_Garhwal_district,en.wikipedia.org
"Chandi Devi Temple, Haridwar","https://en.wikipedia.org/wiki/Chandi_Devi_Temple,_Haridwar","https://en.wikipedia.org/wiki/Chandi_Devi_Temple,_Haridwar",en.wikipedia.org
Daksheswar Mahadev Temple,https://en.wikipedia.org/wiki/Daksheswar_Mahadev_Temple,https://en.wikipedia.org/wiki/Daksheswar_Mahadev_Temple,en.wikipedia.org
Kankhal,https://en.wikipedia.org/wiki/Kankhal,https://en.wikipedia.org/wiki/Kankhal,en.wikipedia.org
Gangotri,https://en.wikipedia.org/wiki/Gangotri,https://en.wikipedia.org/wiki/Gangotri,en.wikipedia.org
Garjiya Devi Temple,https://en.wikipedia.org/wiki/Garjiya_Devi_Temple,https://en.wikipedia.org/wiki/Garjiya_Devi_Temple,en.wikipedia.org
Ramnagar,"https://en.wikipedia.org/wiki/Ramnagar,_Nainital","https://en.wikipedia.org/wiki/Ramnagar,_Nainital",en.wikipedia.org
Golu Devata,https://en.wikipedia.org/wiki/Golu_Devata,https://en.wikipedia.org/wiki/Golu_Devata,en.wikipedia.org
Chitai,https://en.wikipedia.org/wiki/Chitai,https://en.wikipedia.org/wiki/Chitai,en.wikipedia.org
Gopinath Mandir,https://en.wikipedia.org/wiki/Gopinath_Mandir,https://en.wikipedia.org/wiki/Gopinath_Mandir,en.wikipedia.org
Chamoli Gopeshwar,https://en.wikipedia.org/wiki/Chamoli_Gopeshwar,https://en.wikipedia.org/wiki/Chamoli_Gopeshwar,en.wikipedia.org
Gundiyat Gaon,https://en.wikipedia.org/wiki/Gundiyat_Gaon,https://en.wikipedia.org/wiki/Gundiyat_Gaon,en.wikipedia.org
Guptakashi,https://en.wikipedia.org/wiki/Guptakashi,https://en.wikipedia.org/wiki/Guptakashi,en.wikipedia.org
Gurudwara Shri Hemkund Sahib,https://en.wikipedia.org/wiki/Gurudwara_Shri_Hemkund_Sahib,https://en.wikipedia.org/wiki/Gurudwara_Shri_Hemkund_Sahib,en.wikipedia.org
Govindghat,https://en.wikipedia.org/wiki/Govindghat,https://en.wikipedia.org/wiki/Govindghat,en.wikipedia.org
Har Ki Pauri,https://en.wikipedia.org/wiki/Har_Ki_Pauri,https://en.wikipedia.org/wiki/Har_Ki_Pauri,en.wikipedia.org
Haridwar,https://en.wikipedia.org/wiki/Haridwar,https://en.wikipedia.org/wiki/Haridwar,en.wikipedia.org
Jageshwar,https://en.wikipedia.org/wiki/Jageshwar,https://en.wikipedia.org/wiki/Jageshwar,en.wikipedia.org
Kalpeshwar,https://en.wikipedia.org/wiki/Kalpeshwar,https://en.wikipedia.org/wiki/Kalpeshwar,en.wikipedia.org
Kamanda Mahadev,https://en.wikipedia.org/wiki/Kamanda_Mahadev,https://en.wikipedia.org/wiki/Kamanda_Mahadev,en.wikipedia.org
Karnaprayag,https://en.wikipedia.org/wiki/Karnaprayag,https://en.wikipedia.org/wiki/Karnaprayag,en.wikipedia.org
Kedarnath Temple,https://en.wikipedia.org/wiki/Kedarnath_Temple,https://en.wikipedia.org/wiki/Kedarnath_Temple,en.wikipedia.org
Kedarnath,https://en.wikipedia.org/wiki/Kedarnath,https://en.wikipedia.org/wiki/Kedarnath,en.wikipedia.org
Madhyamaheshwar,https://en.wikipedia.org/wiki/Madhyamaheshwar,https://en.wikipedia.org/wiki/Madhyamaheshwar,en.wikipedia.org
Mahasu Devta Temple,https://en.wikipedia.org/wiki/Mahasu_Devta_Temple,https://en.wikipedia.org/wiki/Mahasu_Devta_Temple,en.wikipedia.org
"Mansa Devi Temple, Haridwar","https://en.wikipedia.org/wiki/Mansa_Devi_Temple,_Haridwar","https://en.wikipedia.org/wiki/Mansa_Devi_Temple,_Haridwar",en.wikipedia.org
"Maya Devi Temple, Haridwar","https://en.wikipedia.org/wiki/Maya_Devi_Temple,_Haridwar","https://en.wikipedia.org/wiki/Maya_Devi_Temple,_Haridwar",en.wikipedia.org
Moteshwar Mahadev,https://en.wikipedia.org/wiki/Moteshwar_Mahadev,https://en.wikipedia.org/wiki/Moteshwar_Mahadev,en.wikipedia.org
Kashipur,"https://en.wikipedia.org/wiki/Kashipur,_Uttarakhand","https://en.wikipedia.org/wiki/Kashipur,_Uttarakhand",en.wikipedia.org
Nandaprayag,https://en.wikipedia.org/wiki/Nandaprayag,https://en.wikipedia.org/wiki/Nandaprayag,en.wikipedia.org
Neelkanth Mahadev Temple,https://en.wikipedia.org/wiki/Neelkanth_Mahadev_Temple_(Rishikesh),https://en.wikipedia.org/wiki/Neelkanth_Mahadev_Temple_(Rishikesh),en.wikipedia.org
Rishikesh,https://en.wikipedia.org/wiki/Rishikesh,https://en.wikipedia.org/wiki/Rishikesh,en.wikipedia.org
Rishikesh,https://en.wikipedia.org/wiki/Rishikesh,https://en.wikipedia.org/wiki/Rishikesh,en.wikipedia.org
Rudranath,https://en.wikipedia.org/wiki/Rudranath,https://en.wikipedia.org/wiki/Rudranath,en.wikipedia.org
Surkanda Devi,https://en.wikipedia.org/wiki/Surkanda_Devi,https://en.wikipedia.org/wiki/Surkanda_Devi,en.wikipedia.org
Mussoorie,https://en.wikipedia.org/wiki/Mussoorie,https://en.wikipedia.org/wiki/Mussoorie,en.wikipedia.org
Triyuginarayan Temple,https://en.wikipedia.org/wiki/Triyuginarayan_Temple,https://en.wikipedia.org/wiki/Triyuginarayan_Temple,en.wikipedia.org
Tungnath,https://en.wikipedia.org/wiki/Tungnath,https://en.wikipedia.org/wiki/Tungnath,en.wikipedia.org
Ukhimath,https://en.wikipedia.org/wiki/Ukhimath,https://en.wikipedia.org/wiki/Ukhimath,en.wikipedia.org
edit,/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=31,https://en.wikipedia.org/w/index.php?title=List_of_Hindu_temples_in_India&action=edit&section=31,en.wikipedia.org
List of temples in Bishnupur,https://en.wikipedia.org/wiki/List_of_temples_in_Bishnupur,https://en.wikipedia.org/wiki/List_of_temples_in_Bishnupur,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Chandroday_mandir_uc_side_view.jpg,https://en.wikipedia.org/wiki/File:Chandroday_mandir_uc_side_view.jpg,en.wikipedia.org
ISKCON Temple,https://en.wikipedia.org/wiki/Mayapur_Chandrodaya_Mandir,https://en.wikipedia.org/wiki/Mayapur_Chandrodaya_Mandir,en.wikipedia.org
,"https://en.wikipedia.org/wiki/File:Dakhineshwar_Temple_beside_the_Hoogly,_West_Bengal.JPG","https://en.wikipedia.org/wiki/File:Dakhineshwar_Temple_beside_the_Hoogly,_West_Bengal.JPG",en.wikipedia.org
Dakshineswar Kali Temple,https://en.wikipedia.org/wiki/Dakshineswar_Kali_Temple,https://en.wikipedia.org/wiki/Dakshineswar_Kali_Temple,en.wikipedia.org
,https://en.wikipedia.org/wiki/File:Babataraknathtemple.jpg,https://en.wikipedia.org/wiki/File:Babataraknathtemple.jpg,en.wikipedia.org
Tarakeswar Taraknath Temple,https://en.wikipedia.org/wiki/Tarakeswar,https://en.wikipedia.org/wiki/Tarakeswar,en.wikipedia.org
Ananta Basudeba Temple,https://en.wikipedia.org/wiki/Ananta_Basudeba_Temple,https://en.wikipedia.org/wiki/Ananta_Basudeba_Temple,en.wikipedia.org
Bansberia,https://en.wikipedia.org/wiki/Bansberia,https://en.wikipedia.org/wiki/Bansberia,en.wikipedia.org
Annapurna Temple,"https://en.wikipedia.org/wiki/Annapurna_Temple,_Titagarh","https://en.wikipedia.org/wiki/Annapurna_Temple,_Titagarh",en.wikipedia.org
Titagarh,https://en.wikipedia.org/wiki/Titagarh,https://en.wikipedia.org/wiki/Titagarh,en.wikipedia.org
Attahas,"https://en.wikipedia.org/wiki/Attahas,_Katwa","https://en.wikipedia.org/wiki/Attahas,_Katwa",en.wikipedia.org
Purba Bardhaman,https://en.wikipedia.org/wiki/Purba_Bardhaman_district,https://en.wikipedia.org/wiki/Purba_Bardhaman_district,en.wikipedia.org
Bahulara Ancient Temple,https://en.wikipedia.org/wiki/Bahulara_Ancient_Temple,https://en.wikipedia.org/wiki/Bahulara_Ancient_Temple,en.wikipedia.org
Bankura,https://en.wikipedia.org/wiki/Bankura_district,https://en.wikipedia.org/wiki/Bankura_district,en.wikipedia.org
Baidyapur Jora Deul,https://en.wikipedia.org/wiki/Baidyapur_Jora_Deul,https://en.wikipedia.org/wiki/Baidyapur_Jora_Deul,en.wikipedia.org
Baidyapur,https://en.wikipedia.org/wiki/Baidyapur,https://en.wikipedia.org/wiki/Baidyapur,en.wikipedia.org
Bakreswar Temple,https://en.wikipedia.org/wiki/Bakreshwar,https://en.wikipedia.org/wiki/Bakreshwar,en.wikipedia.org
Birbhum,https://en.wikipedia.org/wiki/Birbhum,https://en.wikipedia.org/wiki/Birbhum,en.wikipedia.org
Bargabhima Temple,https://en.wikipedia.org/wiki/Bargabhima_Temple,https://en.wikipedia.org/wiki/Bargabhima_Temple,en.wikipedia.org
Tamluk,https://en.wikipedia.org/wiki/Tamluk,https://en.wikipedia.org/wiki/Tamluk,en.wikipedia.org
Baneswar Shiva Temple,https://en.wikipedia.org/wiki/Baneswar_Shiva_Temple,https://en.wikipedia.org/wiki/Baneswar_Shiva_Temple,en.wikipedia.org
Baneswar,https://en.wikipedia.org/wiki/Baneswar,https://en.wikipedia.org/wiki/Baneswar,en.wikipedia.org
Begunbari Kali Temple,https://en.wikipedia.org/wiki/Begunbari_Kali_Temple,https://en.wikipedia.org/wiki/Begunbari_Kali_Temple,en.wikipedia.org
Purba Medinipur,https://en.wikipedia.org/wiki/Purba_Medinipur,https://en.wikipedia.org/wiki/Purba_Medinipur,en.wikipedia.org
Belur Math,https://en.wikipedia.org/wiki/Belur_Math,https://en.wikipedia.org/wiki/Belur_Math,en.wikipedia.org
Belur,"https://en.wikipedia.org/wiki/Belur,_West_Bengal","https://en.wikipedia.org/wiki/Belur,_West_Bengal",en.wikipedia.org
Bhavaniswar Mandir,https://en.wikipedia.org/wiki/Bhavaniswar_Mandir,https://en.wikipedia.org/wiki/Bhavaniswar_Mandir,en.wikipedia.org
Baranagar,"https://en.wikipedia.org/wiki/Baranagar,_Murshidabad","https://en.wikipedia.org/wiki/Baranagar,_Murshidabad",en.wikipedia.org
Bhavatarini Shmashanpith Kali Temple,https://en.wikipedia.org/wiki/Bhavatarini_Shmashanpith_Kali_Temple,https://en.wikipedia.org/wiki/Bhavatarini_Shmashanpith_Kali_Temple,en.wikipedia.org
Purba Medinipur,https://en.wikipedia.org/wiki/Purba_Medinipur,https://en.wikipedia.org/wiki/Purba_Medinipur,en.wikipedia.org
Bipadtarini Chandibari,"https://en.wikipedia.org/wiki/Bipadtarini_Chandibari,_Rajpur","https://en.wikipedia.org/wiki/Bipadtarini_Chandibari,_Rajpur",en.wikipedia.org
Rajpur,https://en.wikipedia.org/wiki/Rajpur_Sonarpur,https://en.wikipedia.org/wiki/Rajpur_Sonarpur,en.wikipedia.org
Birla Mandir,"https://en.wikipedia.org/wiki/Birla_Mandir,_Kolkata","https://en.wikipedia.org/wiki/Birla_Mandir,_Kolkata",en.wikipedia.org
Kolkata,https://en.wikipedia.org/wiki/Kolkata,https://en.wikipedia.org/wiki/Kolkata,en.wikipedia.org
Boro Maa Kali Temple,"https://en.wikipedia.org/wiki/Boro_Maa_Kali_Temple,_Naihati","https://en.wikipedia.org/wiki/Boro_Maa_Kali_Temple,_Naihati",en.wikipedia.org
Naihati,https://en.wikipedia.org/wiki/Naihati,https://en.wikipedia.org/wiki/Naihati,en.wikipedia.org
Brindaban Chandra's Math,https://en.wikipedia.org/wiki/Brindaban_Chandra's_Math,https://en.wikipedia.org/wiki/Brindaban_Chandra's_Math,en.wikipedia.org
Guptipara,https://en.wikipedia.org/wiki/Guptipara,https://en.wikipedia.org/wiki/Guptipara,en.wikipedia.org
Char Bangla Temples,https://en.wikipedia.org/wiki/Char_Bangla_Temples,https://en.wikipedia.org/wiki/Char_Bangla_Temples,en.wikipedia.org
Baranagar,"https://en.wikipedia.org/wiki/Baranagar,_Murshidabad","https://en.wikipedia.org/wiki/Baranagar,_Murshidabad",en.wikipedia.org
Chandrakona Jorbangla Temple,https://en.wikipedia.org/wiki/Chandrakona_Jorbangla_Temple,https://en.wikipedia.org/wiki/Chandrakona_Jorbangla_Temple,en.wikipedia.org
Chandrakona,https://en.wikipedia.org/wiki/Chandrakona,https://en.wikipedia.org/wiki/Chandrakona,en.wikipedia.org
Dakshineswar Kali Temple,https://en.wikipedia.org/wiki/Dakshineswar_Kali_Temple,https://en.wikipedia.org/wiki/Dakshineswar_Kali_Temple,en.wikipedia.org
Dakshineswar,https://en.wikipedia.org/wiki/Dakshineswar,https://en.wikipedia.org/wiki/Dakshineswar,en.wikipedia.org
Dwadash Shiva Temples,https://en.wikipedia.org/wiki/Dwadash_Shiva_Temples,https://en.wikipedia.org/wiki/Dwadash_Shiva_Temples,en.wikipedia.org
Kolkata,https://en.wikipedia.org/wiki/Kolkata,https://en.wikipedia.org/wiki/Kolkata,en.wikipedia.org
Ekteswar Temple,https://en.wikipedia.org/wiki/Ekteswar_Temple,https://en.wikipedia.org/wiki/Ekteswar_Temple,en.wikipedia.org
Ekteswar,https://en.wikipedia.org/wiki/Ekteswar,https://en.wikipedia.org/wiki/Ekteswar,en.wikipedia.org
Firinghi Kalibari,https://en.wikipedia.org/wiki/Firinghi_Kalibari,https://en.wikipedia.org/wiki/Firinghi_Kalibari,en.wikipedia.org
Kolkata,https://en.wikipedia.org/wiki/Kolkata,https://en.wikipedia.org/wiki/Kolkata,en.wikipedia.org
Fullara,https://en.wikipedia.org/wiki/Fullara,https://en.wikipedia.org/wiki/Fullara,en.wikipedia.org
